,Time,Levels(ft),Inflows(Cs),Disch(Cs)
772,2001.11,1553.85,4097,15092
773,2001.112,1552.72,3866,14861
774,2001.115,1551.57,3856,15047
775,2001.118,1550.46,3804,14602
776,2001.121,1549.54,4248,13203
777,2001.123,1548.66,4335,12892
778,2001.126,1547.76,4291,13048
779,2001.129,1546.82,3901,13048
780,2001.132,1545.88,3805,12952
781,2001.134,1544.94,3805,12952
782,2001.137,1544.01,3805,12854
783,2001.14,1543.06,3806,13049
784,2001.142,1542.12,3854,13000
785,2001.145,1541.17,3803,13048
786,2001.148,1540.24,3951,13000
787,2001.151,1539.25,4643,12763
788,2001.153,1538.31,6034,13286
789,2001.156,1537.32,5557,13193
790,2001.159,1536.34,5446,13000
791,2001.162,1535.34,5335,13049
792,2001.164,1534.36,5343,12903
793,2001.167,1533.32,5026,13048
794,2001.17,1532.24,4819,13149
795,2001.173,1531.15,4591,13000
796,2001.175,1530.08,4800,13051
797,2001.178,1529.04,4981,13000
798,2001.181,1527.97,4694,12949
799,2001.184,1526.87,4565,13051
800,2001.186,1525.76,4439,13000
801,2001.189,1524.62,4155,12949
802,2001.192,1523.46,4057,13000
803,2001.195,1522.29,3975,13000
804,2001.197,1521.14,4078,12948
805,2001.2,1519.98,4032,12952
806,2001.203,1518.71,4984,13000
807,2001.205,1517.58,5818,12951
808,2001.208,1516.38,5469,13049
809,2001.211,1515.17,5362,13000
810,2001.214,1513.92,5013,12903
811,2001.216,1512.69,5188,12951
812,2001.219,1511.51,5503,12952
813,2001.222,1510.44,6292,13048
814,2001.225,1509.25,5437,12952
815,2001.227,1508.09,5726,13048
816,2001.23,1506.91,5649,13097
817,2001.233,1505.65,5047,13000
818,2001.236,1504.35,4697,12903
819,2001.238,1503.23,5973,13049
820,2001.241,1502.37,7464,12903
821,2001.244,1501.84,9655,13000
822,2001.247,1501.05,6934,11921
823,2001.249,1500.44,5746,9597
824,2001.252,1499.8,5805,9730
825,2001.255,1499.2,6111,9557
826,2001.258,1498.7,6768,9643
827,2001.26,1498.11,6167,9557
828,2001.263,1497.43,5739,9643
829,2001.266,1496.7,5361,9557
830,2001.268,1496.05,5866,9600
831,2001.271,1495.77,6771,8378
832,2001.274,1495.27,6585,9457
833,2001.277,1494.77,6314,9184
834,2001.279,1494.26,6213,9142
835,2001.282,1493.77,6281,9100
836,2001.285,1493.39,6749,8932
837,2001.288,1493.1,7005,8671
838,2001.29,1492.79,6856,8634
839,2001.293,1492.57,7302,8566
840,2001.296,1492.38,7475,8566
841,2001.299,1492.4,8817,8702
842,2001.301,1492.62,9373,8110
843,2001.304,1492.82,9095,7946
844,2001.307,1492.7,7665,8354
845,2001.31,1492.67,7735,7908
846,2001.312,1492.72,8660,8372
847,2001.315,1492.46,8157,9650
848,2001.318,1492.15,8042,9824
849,2001.321,1492.16,9742,9684
850,2001.323,1491.95,8440,9650
851,2001.326,1491.74,8444,9650
852,2001.329,1491.17,8162,11437
853,2001.332,1490.62,9572,12729
854,2001.334,1490.19,10598,13068
855,2001.337,1489.8,10796,13035
856,2001.34,1489.4,10668,12965
857,2001.342,1489.1,11311,13035
858,2001.345,1489.58,15519,12761
859,2001.348,1490.16,16364,13034
860,2001.351,1490.75,16457,13068
861,2001.353,1491.45,17156,13137
862,2001.356,1492.28,17703,12931
863,2001.359,1493.47,19765,12932
864,2001.362,1494.92,21596,13263
865,2001.364,1496.62,22972,13211
866,2001.367,1498.13,24482,15807
867,2001.37,1499.46,24187,16543
868,2001.373,1500.09,21251,17584
869,2001.375,1500.03,16579,16958
870,2001.378,1499.66,14860,17000
871,2001.381,1499.46,15980,17128
872,2001.384,1499.69,17939,16619
873,2001.386,1499.37,15373,17211
874,2001.389,1498.83,13895,17000
875,2001.392,1498.4,14657,17126
876,2001.395,1498.55,17861,17000
877,2001.397,1499.01,19689,17044
878,2001.4,1499.44,19557,17086
879,2001.403,1499.68,18206,16828
880,2001.405,1500.24,19733,16382
881,2001.408,1500.78,20900,17491
882,2001.411,1500.64,17161,18044
883,2001.414,1499.64,16980,23087
884,2001.416,1499.61,22914,23087
885,2001.419,1500.6,29114,23087
886,2001.422,1502.05,32196,23043
887,2001.425,1503.53,30760,22870
888,2001.427,1503.71,25675,23087
889,2001.43,1503.58,22180,23000
890,2001.433,1502.98,19168,22956
891,2001.436,1502.21,18356,23217
892,2001.438,1501.93,21103,22870
893,2001.441,1501.82,22436,23130
894,2001.444,1502.09,24704,23000
895,2001.447,1503.34,30718,22827
896,2001.449,1505.14,34344,23217
897,2001.452,1507.3,36461,22826
898,2001.455,1508.88,33103,23130
899,2001.458,1510.41,32530,22870
900,2001.46,1512,32382,22343
901,2001.463,1513.31,29306,21037
902,2001.466,1514.17,26428,21000
903,2001.468,1514.98,26070,20957
904,2001.471,1516.18,28530,20956
905,2001.474,1517.39,28422,20779
906,2001.477,1518.3,26834,21089
907,2001.479,1519.14,26213,20911
908,2001.482,1520.02,26627,21045
909,2001.485,1521.12,29729,21244
910,2001.488,1522.39,31796,22000
911,2001.49,1523.42,29901,21956
912,2001.493,1524.78,32530,22044
913,2001.496,1526.68,35408,21607
914,2001.499,1528.27,33722,21456
915,2001.501,1529.88,34051,21633
916,2001.504,1533.3,45199,19969
917,2001.507,1535.06,33533,19957
918,2001.51,1536.65,33029,20764
919,2001.512,1538.37,34512,21250
920,2001.515,1540.91,41615,20187
921,2001.518,1543.59,45722,19644
922,2001.521,1546.02,43200,19555
923,2001.523,1548.36,43332,20563
924,2001.526,1550.95,45780,20581
925,2001.529,1553.53,45726,20624
926,2001.532,1556.38,48731,21000
927,2001.534,1559.18,48174,20938
928,2001.537,1562.09,48922,16948
929,2001.54,1565.09,49697,15015
930,2001.542,1567.32,43619,18241
931,2001.545,1568.51,43808,20051
932,2001.548,1570.09,38744,20479
933,2001.551,1571.94,41843,20456
934,2001.553,1575.17,55021,18672
935,2001.556,1577.62,46823,18500
936,2001.559,1579.79,45085,19999
937,2001.562,1581.92,45589,17953
938,2001.564,1583.8,43681,19000
939,2001.567,1585.86,46001,18956
940,2001.57,1587.67,42811,19049
941,2001.573,1589.44,44243,21006
942,2001.575,1591.49,47737,20823
943,2001.578,1592.71,37066,21044
944,2001.581,1593.72,34468,21208
945,2001.584,1594.59,32878,21456
946,2001.586,1595.55,34146,21544
947,2001.589,1596.76,36426,20539
948,2001.592,1598.01,36910,20500
949,2001.595,1599.29,37305,20500
950,2001.597,1600.74,40622,20460
951,2001.6,1602.35,43084,19500
952,2001.603,1604.14,45814,19589
953,2001.605,1606.65,56180,19411
954,2001.608,1608.73,49842,19368
955,2001.611,1610.36,43479,19500
956,2001.614,1612,43526,19500
957,2001.616,1615.29,67697,20030
958,2001.619,1620.07,88448,19018
959,2001.622,1622.79,63134,18956
960,2001.625,1625.09,56042,18689
961,2001.627,1627.22,53595,19000
962,2001.63,1628.99,47780,19030
963,2001.633,1630.69,47288,19676
964,2001.636,1632.17,43081,19044
965,2001.638,1634.04,49372,19000
966,2001.641,1635.74,46609,19000
967,2001.644,1637.12,41457,19044
968,2001.647,1638.19,36337,18956
969,2001.649,1639.18,35086,19009
970,2001.652,1640.14,35181,19357
971,2001.655,1641.2,38395,19438
972,2001.658,1642.19,37208,19500
973,2001.66,1643.15,36623,19456
974,2001.663,1643.98,34345,19500
975,2001.666,1644.92,37396,20586
976,2001.668,1645.57,32536,20913
977,2001.671,1646.07,30076,21130
978,2001.674,1646.65,31503,21130
979,2001.677,1647.28,31613,20348
980,2001.679,1647.74,28813,20587
981,2001.682,1648.08,26449,20369
982,2001.685,1648.38,25909,20544
983,2001.688,1648.64,25237,20587
984,2001.69,1648.96,26353,20630
985,2001.693,1649.24,25511,20500
986,2001.696,1649.42,23720,20500
987,2001.699,1649.65,24483,20370
988,2001.701,1649.67,21428,21070
989,2001.704,1649.79,22690,20544
990,2001.707,1649.67,18399,20545
991,2001.71,1649.51,17549,20411
992,2001.712,1649.28,15661,19774
993,2001.715,1648.96,13968,19695
994,2001.718,1648.63,14273,20174
995,2001.721,1648.43,15626,19203
996,2001.723,1648.23,15423,19000
997,2001.726,1648.06,16089,19130
998,2001.729,1647.88,15869,19087
999,2001.732,1647.67,15334,19089
1000,2001.734,1647.45,15065,19000
1001,2001.737,1647.15,13589,18955
1002,2001.74,1646.82,13234,19133
1003,2001.742,1646.38,11131,19000
1004,2001.745,1645.99,10997,17975
1005,2001.748,1645.71,11531,16539
1006,2001.751,1645.42,10978,16164
1007,2001.753,1645.2,11023,14958
1008,2001.756,1645.01,11988,15386
1009,2001.759,1644.8,11651,15406
1010,2001.762,1644.58,10855,14789
1011,2001.764,1644.32,10155,14805
1012,2001.767,1643.99,9211,15111
1013,2001.77,1643.64,8493,14753
1014,2001.773,1643.33,9547,15091
1015,2001.775,1643.03,9553,14918
1016,2001.778,1642.71,8902,14624
1017,2001.781,1642.41,9385,14750
1018,2001.784,1642.06,8490,14750
1019,2001.786,1641.66,7594,14750
1020,2001.789,1641.26,7470,14624
1021,2001.792,1640.85,7713,15045
1022,2001.795,1640.46,7649,14623
1023,2001.797,1640.08,7971,14767
1024,2001.8,1639.62,7849,15454
1025,2001.803,1639.2,8428,15250
1026,2001.805,1638.75,7943,15250
1027,2001.808,1638.32,8266,15250
1028,2001.811,1637.87,7837,15148
1029,2001.814,1637.37,7893,16014
1030,2001.816,1636.88,8271,16227
1031,2001.819,1636.4,8305,16100
1032,2001.822,1635.92,8301,16100
1033,2001.825,1635.44,8389,16184
1034,2001.827,1634.96,8347,16142
1035,2001.83,1634.46,7896,16016
1036,2001.833,1633.95,7644,15931
1037,2001.836,1633.46,7829,15786
1038,2001.838,1632.97,7522,15479
1039,2001.841,1632.48,7142,15100
1040,2001.844,1632.08,8590,15087
1041,2001.847,1631.63,8231,15542
1042,2001.849,1631.15,7248,15044
1043,2001.852,1630.63,7260,15703
1044,2001.855,1630.1,7101,15709
1045,2001.858,1629.56,6906,15679
1046,2001.86,1629.05,6919,15203
1047,2001.863,1628.55,6465,14583
1048,2001.866,1628.02,6106,14714
1049,2001.868,1627.48,6069,14842
1050,2001.871,1626.95,6541,15147
1051,2001.874,1626.41,5944,14714
1052,2001.877,1625.85,5831,14930
1053,2001.879,1625.3,5737,14670
1054,2001.882,1624.75,5870,14800
1055,2001.885,1624.2,5867,14800
1056,2001.888,1623.59,5917,15826
1057,2001.89,1622.92,6012,16892
1058,2001.893,1622.28,6307,16702
1059,2001.896,1621.59,5891,17100
1060,2001.899,1620.86,5289,17143
1061,2001.901,1620.16,5095,16464
1062,2001.904,1619.35,5605,17727
1063,2001.907,1618.51,6093,18400
1064,2001.91,1617.66,6102,18551
1065,2001.912,1616.82,5867,18174
1066,2001.915,1615.95,5395,18288
1067,2001.918,1615.05,5336,18374
1068,2001.921,1614.2,5846,18300
1069,2001.923,1613.39,6329,18191
1070,2001.926,1612.55,6064,18371
1071,2001.929,1611.68,5517,18264
1072,2001.932,1610.83,5849,18300
1073,2001.934,1609.93,5354,18537
1074,2001.937,1609.01,5033,18511
1075,2001.94,1608.06,4737,18657
1076,2001.942,1607.09,4696,18907
1077,2001.945,1606.13,4842,18907
1078,2001.948,1605.19,5379,19146
1079,2001.951,1604.43,5310,16445
1080,2001.953,1603.62,5161,17029
1081,2001.956,1602.86,5389,16524
1082,2001.959,1602.16,5127,15382
1083,2001.962,1601.46,5287,15538
1084,2001.964,1600.76,5346,15602
1085,2001.967,1600.03,5010,15704
1086,2001.97,1599.4,6259,14577
1087,2001.973,1598.88,6121,12947
1088,2001.975,1598.35,5734,12692
1089,2001.978,1597.82,5819,12777
1090,2001.981,1597.31,5869,12565
1091,2001.984,1596.75,5383,12735
1092,2001.986,1596.21,5645,12734
1093,2001.989,1595.67,5560,12650
1094,2001.992,1595.14,5821,12779
1095,2001.995,1594.59,5430,12650
1096,2001.997,1594.04,5173,12394
1097,2002,1593.44,5071,12949
1098,2002.003,1592.88,5169,12520
1099,2002.005,1592.31,4914,12397
1100,2002.008,1591.7,4678,12692
1101,2002.011,1591.01,5102,14161
1102,2002.014,1590.28,4796,14377
1103,2002.016,1589.52,4820,14800
1104,2002.019,1588.72,4264,14766
1105,2002.022,1587.9,4000,14766
1106,2002.025,1587.1,4268,14771
1107,2002.027,1586.26,4273,15300
1108,2002.03,1585.45,4777,15413
1109,2002.033,1584.6,4217,15375
1110,2002.036,1583.75,3989,15149
1111,2002.038,1582.9,3922,15080
1112,2002.041,1582.12,5280,15520
1113,2002.044,1581.39,5792,15376
1114,2002.047,1580.63,5397,15375
1115,2002.049,1579.81,4870,15338
1116,2002.052,1578.91,4972,15376
1117,2002.055,1578.12,6438,15224
1118,2002.058,1577.32,5742,15338
1119,2002.06,1576.44,5199,15372
1120,2002.063,1575.55,5079,15368
1121,2002.066,1574.74,5406,15232
1122,2002.068,1573.81,5011,15300
1123,2002.071,1572.94,5019,15077
1124,2002.074,1572.06,5128,15300
1125,2002.077,1571.17,5048,15338
1126,2002.079,1570.27,5046,15451
1127,2002.082,1569.32,4386,15368
1128,2002.085,1568.43,4574,14863
1129,2002.088,1567.51,4301,14936
1130,2002.09,1566.59,4197,14834
1131,2002.093,1565.64,3818,14800
1132,2002.096,1564.7,3865,14732
1133,2002.099,1563.76,3832,14698
1134,2002.101,1562.82,3788,14656
1135,2002.104,1561.86,3708,14800
1136,2002.107,1561.06,5477,14725
1137,2002.11,1560.16,4395,14800
1138,2002.112,1559.22,5247,14686
1139,2002.115,1558.36,6176,14545
1140,2002.118,1557.5,6503,14871
1141,2002.121,1556.59,6605,15460
1142,2002.123,1555.56,6085,16107
1143,2002.126,1554.5,5543,15857
1144,2002.129,1553.43,5588,16000
1145,2002.132,1552.37,5686,16000
1146,2002.134,1551.32,5748,15965
1147,2002.137,1550.23,5360,15964
1148,2002.14,1549.12,5164,15967
1149,2002.142,1548.02,5235,15933
1150,2002.145,1546.83,4734,16314
1151,2002.148,1545.64,4385,15964
1152,2002.151,1544.47,4686,16071
1153,2002.153,1543.35,4854,15751
1154,2002.156,1542.19,4927,16214
1155,2002.159,1541.05,5013,16106
1156,2002.162,1539.87,4779,16000
1157,2002.164,1538.62,6716,16358
1158,2002.167,1538.02,11798,16426
1159,2002.17,1538.08,15692,15229
1160,2002.173,1537.26,9283,15607
1161,2002.175,1536.34,9036,16128
1162,2002.178,1535.4,8748,16000
1163,2002.181,1534.4,8097,15811
1164,2002.184,1533.27,7267,15982
1165,2002.186,1532.11,7024,15973
1166,2002.189,1530.92,7221,16398
1167,2002.192,1530.04,9577,16364
1168,2002.195,1529.06,8659,16216
1169,2002.197,1527.94,8263,16903
1170,2002.2,1526.75,8284,17464
1171,2002.203,1525.48,7929,17725
1172,2002.205,1524.24,7860,17424
1173,2002.208,1523.07,8479,17500
1174,2002.211,1521.92,8629,17500
1175,2002.214,1520.76,8552,17500
1176,2002.216,1519.79,9940,17506
1177,2002.219,1518.61,11365,18434
1178,2002.222,1517.46,11717,18977
1179,2002.225,1516.16,11015,19226
1180,2002.227,1514.87,10655,18797
1181,2002.23,1513.48,10021,18795
1182,2002.233,1511.91,8980,18891
1183,2002.236,1510.29,8098,18326
1184,2002.238,1508.65,8147,18500
1185,2002.241,1507.02,8080,18370
1186,2002.244,1505.44,8657,18630
1187,2002.247,1504.32,11257,18327
1188,2002.249,1503,9680,18017
1189,2002.252,1502,10341,16653
1190,2002.255,1501.03,10221,16344
1191,2002.258,1499.96,9395,16124
1192,2002.26,1498.93,10380,16300
1193,2002.263,1498.08,11444,16326
1194,2002.266,1497.3,11036,15516
1195,2002.268,1496.46,10503,15330
1196,2002.271,1495.67,10636,15174
1197,2002.274,1495.11,9595,12812
1198,2002.277,1494.6,9441,12368
1199,2002.279,1494.05,9420,12579
1200,2002.282,1493.8,10860,12300
1201,2002.285,1494.01,13426,12216
1202,2002.288,1494.32,14207,12426
1203,2002.29,1494.61,14050,12385
1204,2002.293,1494.79,13250,12215
1205,2002.296,1494.65,13013,13818
1206,2002.299,1494.28,12932,15056
1207,2002.301,1494.2,13805,14265
1208,2002.304,1494.12,14422,14882
1209,2002.307,1493.64,13637,16398
1210,2002.31,1493.23,15771,18126
1211,2002.312,1493.02,16794,18000
1212,2002.315,1493.31,21255,19500
1213,2002.318,1493.92,23637,20132
1214,2002.321,1494.1,19677,18640
1215,2002.323,1493.62,16152,18913
1216,2002.326,1492.74,13992,19044
1217,2002.329,1491.74,14795,20543
1218,2002.332,1490.7,14441,20413
1219,2002.334,1489.88,15791,20500
1220,2002.337,1489.13,16148,20457
1221,2002.34,1488.64,17726,20543
1222,2002.342,1488.9,21735,20241
1223,2002.345,1489.56,24336,20542
1224,2002.348,1490.18,24104,20544
1225,2002.351,1490.78,24033,20586
1226,2002.353,1491.76,26564,20937
1227,2002.356,1493.08,30142,22558
1228,2002.359,1494.73,31981,22500
1229,2002.362,1496.62,33741,22888
1230,2002.364,1499.1,37050,22800
1231,2002.367,1501.69,38637,22800
1232,2002.37,1505.06,44032,22756
1233,2002.373,1509.18,48762,22756
1234,2002.375,1513.56,50630,22976
1235,2002.378,1518.11,51480,22756
1236,2002.381,1521.69,47810,22844
1237,2002.384,1524.01,40780,22889
1238,2002.386,1525.28,32552,22755
1239,2002.389,1526.03,28851,23067
1240,2002.392,1527.03,30648,22934
1241,2002.395,1528.3,32563,22766
1242,2002.397,1529.82,34629,22905
1243,2002.4,1531.58,36343,22772
1244,2002.403,1533.46,34975,20472
1245,2002.405,1534.96,35452,23882
1246,2002.408,1535.98,32114,24246
1247,2002.411,1536.82,29385,22906
1248,2002.414,1537.2,29555,26627
1249,2002.416,1537.76,31187,26868
1250,2002.419,1538.65,33865,27000
1251,2002.422,1539.44,33050,26956
1252,2002.425,1540.22,33524,27063
1253,2002.427,1541.21,37571,27939
1254,2002.43,1542.36,38647,27456
1255,2002.433,1543.98,43616,27854
1256,2002.436,1546.02,47676,27825
1257,2002.438,1548.52,52370,28044
1258,2002.441,1551.11,53330,28134
1259,2002.444,1553.91,55429,28184
1260,2002.447,1556.46,54855,30042
1261,2002.449,1558.43,48726,29557
1262,2002.452,1559.95,44925,30134
1263,2002.455,1561.23,44572,29866
1264,2002.458,1562.77,47936,30134
1265,2002.46,1564.17,46096,29911
1266,2002.463,1564.95,39017,30000
1267,2002.466,1565.41,36179,30860
1268,2002.468,1565.4,31827,31943
1269,2002.471,1565.2,29010,31322
1270,2002.474,1565.28,32558,31633
1271,2002.477,1565.98,39503,31411
1272,2002.479,1567.32,47125,31634
1273,2002.482,1568.58,45755,31189
1274,2002.485,1570.08,49107,31766
1275,2002.488,1571.44,47267,31545
1276,2002.49,1573.04,49908,31411
1277,2002.493,1574.4,47267,31544
1278,2002.496,1575.41,44743,33067
1279,2002.499,1576.48,44632,32262
1280,2002.501,1577.86,48362,33103
1281,2002.504,1579.52,52531,32647
1282,2002.507,1581.68,60472,32867
1283,2002.51,1583.07,50820,32571
1284,2002.512,1583.76,41753,32694
1285,2002.515,1584.2,38501,32724
1286,2002.518,1584.81,40463,32455
1287,2002.521,1585.5,41189,32131
1288,2002.523,1586.27,41535,31425
1289,2002.526,1587.01,41935,32221
1290,2002.529,1587.67,40665,32000
1291,2002.532,1588.28,39877,31868
1292,2002.534,1588.86,39703,32088
1293,2002.537,1589.35,38652,32220
1294,2002.54,1589.93,39527,31912
1295,2002.542,1590.65,41498,32044
1296,2002.545,1591.46,42676,32044
1297,2002.548,1592.29,42683,31780
1298,2002.551,1593.32,46564,32132
1299,2002.553,1594.11,42327,31956
1300,2002.556,1594.87,41890,31912
1301,2002.559,1595.4,38869,31912
1302,2002.562,1595.8,37163,31911
1303,2002.564,1596.21,37472,32089
1304,2002.567,1596.43,34932,32044
1305,2002.57,1596.57,33838,32000
1306,2002.573,1596.74,34188,31956
1307,2002.575,1596.86,33576,32000
1308,2002.578,1596.95,33313,32132
1309,2002.581,1597.29,31024,26560
1310,2002.584,1598.1,31634,21000
1311,2002.586,1599.03,33252,21043
1312,2002.589,1600.75,44723,21000
1313,2002.592,1602.3,43704,21000
1314,2002.595,1603.55,39444,21130
1315,2002.597,1604.95,41468,20957
1316,2002.6,1606.28,40437,20956
1317,2002.603,1607.97,45891,21131
1318,2002.605,1609.93,49761,21044
1319,2002.608,1612,51412,21089
1320,2002.611,1614.06,50999,20823
1321,2002.614,1615.83,46498,20566
1322,2002.616,1617.78,49743,21174
1323,2002.619,1620.68,64523,20958
1324,2002.622,1622.79,55210,20939
1325,2002.625,1624.23,44387,21000
1326,2002.627,1625.37,39600,21087
1327,2002.63,1626.41,37895,21000
1328,2002.633,1627.3,35322,20870
1329,2002.636,1628.08,33714,21043
1330,2002.638,1628.88,34037,21044
1331,2002.641,1629.78,35826,21526
1332,2002.644,1630.81,36979,20474
1333,2002.647,1631.98,40000,21000
1334,2002.649,1633.15,40023,21000
1335,2002.652,1634.64,45203,21000
1336,2002.655,1636.29,47712,20913
1337,2002.658,1638.28,53407,21087
1338,2002.66,1640.25,53277,20869
1339,2002.663,1641.65,46168,21131
1340,2002.666,1642.98,44832,21043
1341,2002.668,1644.37,45856,21000
1342,2002.671,1645.4,39333,20913
1343,2002.674,1646.4,38745,21217
1344,2002.677,1647.03,32353,21088
1345,2002.679,1647.54,30209,21089
1346,2002.682,1647.87,26902,21000
1347,2002.685,1648.67,35307,21000
1348,2002.688,1650.19,47950,20867
1349,2002.69,1650.62,28691,21000
1350,2002.693,1650.97,27303,21044
1351,2002.696,1651.22,25515,21045
1352,2002.699,1652.2,38474,21044
1353,2002.701,1653.48,41362,18471
1354,2002.704,1654.44,36164,18997
1355,2002.707,1655.23,33025,18897
1356,2002.71,1655.93,31587,19068
1357,2002.712,1656.57,30381,18932
1358,2002.715,1657.04,27437,19034
1359,2002.718,1657.43,26045,19069
1360,2002.721,1657.7,24497,19669
1361,2002.723,1657.87,23253,20213
1362,2002.726,1657.87,21303,21303
1363,2002.729,1657.84,20638,21175
1364,2002.732,1657.79,19976,20869
1365,2002.734,1657.69,19212,21000
1366,2002.737,1657.52,18002,21043
1367,2002.74,1657.29,16931,21044
1368,2002.742,1657.05,17016,21309
1369,2002.745,1656.76,15816,21000
1370,2002.748,1656.5,15632,20282
1371,2002.751,1656.33,15371,18411
1372,2002.753,1656.11,14565,18500
1373,2002.756,1655.9,14653,18412
1374,2002.759,1655.65,14117,18588
1375,2002.762,1655.38,13583,18412
1376,2002.764,1655.1,13449,18457
1377,2002.767,1654.79,13089,18631
1378,2002.77,1654.51,13492,18500
1379,2002.773,1654.16,12872,19128
1380,2002.775,1653.76,12348,19500
1381,2002.778,1653.36,12301,19455
1382,2002.781,1653.1,14159,18808
1383,2002.784,1652.7,12561,19713
1384,2002.786,1652.31,12397,19372
1385,2002.789,1651.89,12157,19671
1386,2002.792,1651.42,11317,19543
